series,season,title,subtitle,title_pic,inbound_ill,release,maincharacters,eventtimeframe,locations,release_year,author_pos,author,gender
Band 2546,Stardust,26 Minuten bis ITHAFOR,Sie rüsten zum finalen Angriff – kann die Milchstraße helfen?,Alfred Kelsner,Dirk Schulz / Horst Gotta,"Freitag, 4. Juni 2010","Perry Rhodan, Atlan, RourSi, Julian Tifflor",15. bis 21. April 1463 NGZ,Andromeda / ITHAFOR / DARASTO,2010.0,a1,Arndt Ellmer,male
Band 2547,Stardust,Garrabo in den Tod,Atlan orchestriert den Angriff der Alliierten – doch die Frequenz-Monarchie ist keineswegs wehrlos,Alfred Kelsner,Dirk Schulz / Horst Gotta,"Freitag, 11. Juni 2010","Atlan, Perry Rhodan, Julian Tifflor, Hartan Koltor, Mirtanmar, RourSi",21. bis 25. April 1463 NGZ,Andromeda,2010.0,a1,Marc A. Herren,male
Band 2548,Stardust,Hibernationswelten,Angriff auf die Frequenz-Monarchie – Ziel sind die Planeten der Wiedergeburt,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 18. Juni 2010","Atlan, Perry Rhodan, Sinnafoch, RourSi, Ipthey-Hüriit",25. April 1463 NGZ,Andromeda,2010.0,a1,Hubert Haensel,male
Band 2549,Stardust,Feueraugen,VATROX-CUUR greift an – die Stunde des Legendensammlers kommt,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 25. Juni 2010","Atlan, Perry Rhodan, Sinnafoch, RourSi, Gucky, VATROX-CUUR",25. - 26. April 1463 NGZ,Andromeda,2010.0,a1,Hubert Haensel,male
Band 255,Die Meister der Insel,Sperrzone in Andromeda,Sie sind die Sektorenwächter! Sie sehen wie Menschen der Erde aus – doch sie kämpfen für Andromeda,Johnny Bruck,Johnny Bruck (4 x) / 4. Auflage,"Freitag, 22. Juli 1966","Perry Rhodan, Kalak, Gucky, Brenda, Hokota, Bogolo, Mologat, Icho Tolot, Ramolo",März 2404,"Andro-Alpha, Andromeda",1966.0,a1,Clark Darlton,male
Band 2550,Stardust,Die Welt der 20.000 Welten,In einem seltsamen Kosmos – Perry Rhodan erforscht die Tiefen eines Handelssterns,Dirk Schulz (zusammen mit Michael Peter),Dirk Schulz / Horst Gotta,"Freitag, 2. Juli 2010","Perry Rhodan, Mondra Diamond, Chucan Tica",25.–28. April 1463 NGZ,JULES VERNE,2010.0,a1,Michael Marcus Thurner,male
Band 2551,Stardust,Das Wunder von Anthuresta,Ein merkwürdiges Wesen sucht seinen Meister – und trifft auf die Terraner,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 9. Juli 2010","Perry Rhodan, Clun'stal Niemand, Lloyd/Tschubai, Mikru, Myles Kantor",28. April 1463 NGZ,"JULES VERNE, TALIN ANTHURESTA",2010.0,a1,Michael Marcus Thurner,male
Band 2552,Stardust,Totenspiel,Ein Vatrox wird wiedergeboren – und ein Erfinder trifft auf Fremde,Swen Papenbrock,Swen Papenbrock,"Freitag, 16. Juli 2010","Sinnafoch, Kruuper, Philip, F'har, Deliachlan","April 1463 NGZ, Zweite Hyperdepression","D'Tarka, Kaskallen",2010.0,a1,Frank Borsch,male
Band 2553,Stardust,Die Stadt in der Mitte der Welt,Ein Frequenzfolger wird erschaffen – und ein Erfinder schüttelt seine Fesseln ab,Swen Papenbrock,Swen Papenbrock,"Freitag, 23. Juli 2010","Sinnafoch, Deliachlan, Kruuper, Philip, F'har","April 1463 NGZ, Zweite Hyperdepression","D'Tarka, Kaskallen",2010.0,a1,Frank Borsch,male
Band 2554,Stardust,Die lodernden Himmel,"Ihre Welt ist eine Scheibe – wer sie retten will, muss bitter büßen",Swen Papenbrock,Swen Papenbrock,"Freitag, 30. Juli 2010","Orcizu, Perry Rhodan, Sebyri, Clun'stal Niemand, Licafa",28. April 1463 NGZ,"JULES VERNE, TALIN ANTHURESTA",2010.0,a1,Leo Lukas,male
Band 2555,Stardust,Kante des Untergangs,Entscheidung auf der Scheibenwelt – ist die Katastrophe noch zu verhindern?,Swen Papenbrock,Swen Papenbrock,"Freitag, 06. August 2010","Curi Fecen, Clun'stal Niemand, Licafa, Orcizu, Perry Rhodan, Sebyri",28. bis 30. April 1463 NGZ,"JULES VERNE, TALIN ANTHURESTA",2010.0,a1,Leo Lukas,male
Band 2556,Stardust,Im Innern des Wunders,Ein Pilot für MIKRU-JON – und Mondra Diamond erinnert sich,Dirk Schulz,"Dirk Schulz / Horst Gotta,Michael Wittmann","Freitag, 13. August 2010","Clun'stal Jemand, Mikru, Mondra Diamond, Perry Rhodan, Ramoz",April 1463 NGZ,"JULES VERNE, TALIN ANTHURESTA, MIKRU-JON",2010.0,a1,Christian Montillon,male
Band 2557,Stardust,Der Mentalpilot,Ein Terraner lernt sein Raumschiff kennen – und eine Terranerin begegnet dem Irrealen,Dirk Schulz,"Michael Wittmann, Rainer Castor","Freitag, 20. August 2010","Clun'stal, Mikru, Mondra Diamond, Perry Rhodan",April 1463 NGZ,"TALIN ANTHURESTA, MIKRU-JON",2010.0,a1,Arndt Ellmer,male
Band 2558,Stardust,Die Stadt am Ende des Weges,Der Maskenträger folgt einer Spur – und begeht einen Tabubruch,Dirk Schulz,Michael Wittmann,"Freitag, 27. August 2010","Alaska Saedelaere, Eroin Blitzer, Kaninchen, Korte Hanner",1463 NGZ,"LEUCHTKRAFT, Ultramarin-Stadt",2010.0,a1,Marc A. Herren,male
Band 2559,Stardust,Splitter des Bösen,Er trägt den Anzug der Vernichtung – die Ultramarin-Stadt ist in Gefahr,Dirk Schulz,Michael Wittmann,"Freitag, 3. September 2010","Alaska Saedelaere, Eroin Blitzer, Ino Thalwaaruu, Korte Hanner",1463 NGZ,Connajent,2010.0,a1,Marc A. Herren,male
Band 256,Die Meister der Insel,Im Reiche der Zentrumswächter,Die Welt der Zentrumswächter gleicht einer uneinnehmbaren Festung – selbst Teleporter haben keine Chance …,Johnny Bruck,Johnny Bruck (4 x) / 4. Auflage,"Freitag, 29. Juli 1966","Perry Rhodan, Kalak, André Noir, Gucky, Atlan, Icho Tolot, Watula",März 2404,"Tefrod, Andromeda",1966.0,a1,Clark Darlton,male
Band 2560,Stardust,Das Raunen des Vamu,Im Wettlauf gegen die Zeit – die Felsennadel gibt erste Geheimnisse preis,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 10. September 2010","Timber F. Whistler, Icho Tolot, VATROX-VAMU, Kardo Tarba",11. bis 14. Februar 1463 NGZ,Stardust-System,2010.0,a1,Arndt Ellmer,male
Band 2561,Stardust,Insel der goldenen Funken,Sie kämpfen gegen VATROX-VAMU – Talanis ist ihre letzte Heimstatt,Dirk Schulz (zusammen mit Michael Peter),Dirk Schulz / Horst Gotta,"Freitag, 17. September 2010","Timber F. Whistler, Icho Tolot, VATROX-VAMU, Kardo Tarba",14. Februar bis 30. April 1463 NGZ,Stardust-System,2010.0,a1,Arndt Ellmer,male
Band 2562,Stardust,Die Tryonische Allianz,Auf der Suche nach dem uralten Erbe – Rekruten für die Vatrox,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 24. September 2010","Sichu Dorksteiger, Fyrt Byrask, Hochalon",1443 NGZ bis 1453 NGZ,Anthuresta,2010.0,a1,Susan Schwartz,female
Band 2563,Stardust,Im Zentrum des Feuerauges,Im Auftrag der Frequenz-Monarchie – eine Wissenschaftlerin muss sich entscheiden,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 1. Oktober 2010","Sichu Dorksteiger, Fyrt Byrask, Hochalon",1453 NGZ bis 21. Januar 1463 NGZ,Anthuresta,2010.0,a1,Susan Schwartz,female
Band 2564,Stardust,Die verlorene Stimme,Perry Rhodan trifft auf Weltraumpiraten – die Viertelstunde der Young Boys bricht an,Swen Papenbrock,Swen Papenbrock,"Freitag, 8. Oktober 2010","Perry Rhodan, Fellmer Lloyd/Ras Tschubai, Wolf Lee, Em Dudar, Terrence Dubai, Scotty Sutter, N'ri Bienvenu",1. Mai 1463 NGZ,Anthuresta,2010.0,a1,Marc A. Herren,male
Band 2565,Stardust,Vastrears Odyssee,Der Frequenzfolger auf der Flucht – und auf der Suche nach einer neuen Bestimmung,Swen Papenbrock,Swen Papenbrock,"Freitag, 15. Oktober 2010","Vastrear, Bhustrin, Satwa, S'Karbunc",5. April bis 26. April 1463 NGZ,"Andromeda, Diktyon, Anthuresta",2010.0,a1,Michael Marcus Thurner,male
Band 2566,Stardust,Oase der Wissenden,Sie sind drei unterschiedliche Wesen – und erreichen in Anthuresta die Welt der Befreiung,Swen Papenbrock,Swen Papenbrock,"Freitag, 22. Oktober 2010","Sinnafoch, Kruuper, Philip, Demeiro",1463 NGZ,Anthuresta,2010.0,a1,Frank Borsch,male
Band 2567,Stardust,Duell an der Schneise,Psychospiel in der PACADEMO – Terraner als Gäste der Tryonischen Allianz,Swen Papenbrock,Swen Papenbrock,"Freitag, 29. Oktober 2010","Perry Rhodan, Scotty Sutter, Adentoco Porvistar, Fellmer Lloyd/Ras Tschubai",1. und 2. Mai 1463 NGZ,Anthuresta,2010.0,a1,Marc A. Herren,male
Band 2568,Stardust,Einsatzkommando Infiltration,Vorstoß ins Stardust-System – es ist ein Moment der Wahrheit,Alfred Kelsner,Michael Wittmann,"Freitag, 5. November 2010","Sean Legrange, Captain Björn Saint-Germain, Reginald Bull",11. Februar bis 26. April 1463 NGZ,"Anthuresta, Terra",2010.0,a1,Rainer Castor,male
Band 2569,Stardust,Das Goldene Zeitalter,Eine schicksalhafte Begegnung – Bellyr erzählt die Geschichte der Ahnen,Alfred Kelsner,Michael Wittmann,"Freitag, 12. November 2010","Oberprotektor Bellyr, Stuart Lexa, Marten, Ana Leshkov",20. bis 23. April 1463 NGZ,"Anthuresta, P-17-25-1463",2010.0,a1,Michael Marcus Thurner,male
Band 257,Die Meister der Insel,Der Dreitöter,Ihr Treffpunkt ist der Geheimplanet der Zentrumswächter – und sie haben ein Rendezvous mit dem Tod,Johnny Bruck,Johnny Bruck (5 x) / 4. Auflage,"Freitag, 5. August 1966","Captain Arl Tratlo, Leutnant Kaarn Baroon, Kalim Slate, Vern Horun, Batins, Major Don Redhorse, Gucky",März 2404,"Zwanzigtöter, Andromeda",1966.0,a1,William Voltz,male
Band 2570,Stardust,Die Falle von MASSOGYV,Ein Terraner findet Verbündete – und ein Vatrox bereitet eine neue List vor,Alfred Kelsner,Michael Wittmann,"Freitag, 19. November 2010","Perry Rhodan, Murkad, Chal'tin, Satwa, Sinnafoch",2. bis 7. Mai 1463 NGZ,Anthuresta,2010.0,a1,Michael Marcus Thurner,male
Band 2571,Stardust,Die zeitlose Welt,Ein Kristallingenieur stößt in die Vergangenheit vor – auf den Spuren seines vergessenen Ichs,Alfred Kelsner,Michael Wittmann,"Freitag, 26. November 2010","Clun'stal, Ghos'fajer, Udkigom, Fogudare, Tanfacher, Aghinjan, Munsguj",Mai 1463 NGZ,Anthuresta,2010.0,a1,Wim Vandemaan,male
Band 2572,Stardust,Homunks Botschaft,Die Zeit verrinnt – das Schicksal von ES liegt in Rhodans Hand,Dirk Schulz,Michael Wittmann,"Freitag, 3. Dezember 2010","Perry Rhodan, Homunk, Jason Moor, Timber F. Whistler",Ende April / Anfang Mai 1463 NGZ,Stardust-System,2010.0,a1,Arndt Ellmer,male
Band 2573,Stardust,Dorksteigers Dilemma,Ein Stardust-Terraner will eine neue Allianz – und eine Ator muss sich entscheiden,Dirk Schulz,Michael Wittmann,"Freitag, 10. Dezember 2010","Stuart Lexa, Sichu Dorksteiger, Ana Leshkov, Ditir Gicorte, Charles Hall",2. bis 6. Mai 1463 NGZ,"KATARAKT, First Found",2010.0,a1,Wim Vandemaan,male
Band 2574,Stardust,Das Lied der Vatrox,Die Frühzeit einer kosmischen Macht – eine Wissenschaftlerin erinnert sich,Dirk Schulz,Michael Wittmann,"Freitag, 17. Dezember 2010","Lucba Ovichat, Olea Merivu, Zeira Conobim, Cagra Honovoch, Caha Honnofoch, Tiva Itemba",Erste Hyperdepression,Vat,2010.0,a1,Susan Schwartz,female
Band 2575,Stardust,Flucht nach Anthuresta,Das Erwachen des Vamu – die Vatrox erhalten ein einzigartiges Geschenk,Dirk Schulz (zusammen mit Michael Peter),Michael Wittmann,"Freitag, 24. Dezember 2010","Codesfatt, Conca Vinnochac, Kitapor, Lucba Ovichat, Sespa Bradogi",Erste Hyperdepression,"Vat, Duerchan, Anthuresta",2010.0,a1,Susan Schwartz,female
Band 2576,Stardust,Tor nach Terra,Das Feuerauge bedroht das Solsystem – und Atlan sucht Hilfe auf Talanis,Swen Papenbrock,Swen Papenbrock,"Freitag, 31. Dezember 2010","Atlan, Gucky, Homunk, Reginald Bull, Rico",26. April bis 8. Mai 1463 NGZ,"Solsystem, Talanis",2010.0,a1,Rainer Castor,male
Band 2577,Stardust,Kosmisches Puzzle,Die Fäden laufen zusammen – eine Transformation steht bevor,Swen Papenbrock,Swen Papenbrock,"Freitag, 7. Januar 2011","Perry Rhodan, Gucky, Eritrea Kush, Sichu Dorksteiger",8. Mai 1463 NGZ,"Far Away, Talanis",2011.0,a1,Christian Montillon,male
Band 2578,Stardust,Das mahnende Schauspiel,Der Maskenträger sucht ein Schwarzes Loch – und findet sich auf einer phantastischen Bühne wieder,Swen Papenbrock,Swen Papenbrock,"Freitag, 14. Januar 2011","Alaska Saedelaere, Eroin Blitzer, Vetri, Orsen Tafalla und Gommrich Dranat",1463 NGZ,Tolmar,2011.0,a1,Marc A. Herren,male
Band 2579,Stardust,Der Spieler und die Toten,Sie sind Teil eines kosmischen Schauspiels – ein Androide wittert große Gefahr,Swen Papenbrock,Swen Papenbrock,"Freitag, 21. Januar 2011","Alaska Saedelaere, Eroin Blitzer, Vetri, Orsen Tafalla und Gommrich Dranat, Samburi Yura",1463 NGZ,Tolmar,2011.0,a1,Marc A. Herren,male
Band 258,Die Meister der Insel,Die Micro-Henker,"Der Tod kommt auf der Hyperwelle! – Wer den Selbstmordbefehl der Herren Andromedas empfängt, ist verloren …",Johnny Bruck,Johnny Bruck / 4. Auflage,"Freitag, 12. August 1966","Baar Lun, Captain Aino Uwanok, Perry Rhodan, Icho Tolot, Son Hunha, Log, Gucky",März 2404,"Atrun, Runaway",1966.0,a1,H. G. Ewers,male
Band 2580,Stardust,Handelsstern im Visier,Sturm auf das Forschungszentrum – in den Silberkugeln unterwegs,Alfred Kelsner,Alfred Kelsner,"Freitag, 28. Januar 2011","Perry Rhodan, Atlan, Timber F. Whistler, Clun'stal, Gucky",Mai 1463 NGZ,"Talanis, TZA'HANATH",2011.0,a1,Christian Montillon,male
Band 2581,Stardust,Wunder in Gefahr,Letzte Chance für die JULES VERNE – und eine Falle für Julian Tifflor,Alfred Kelsner,Michael Wittmann,"Freitag, 4. Februar 2011","Agrester, Mondra Diamond, Julian Tifflor, Akika Urismaki",Mai 1463 NGZ,Nr. 453,2011.0,a1,Leo Lukas,male
Band 2582,Stardust,Ein Kind der Funken,Sein Erbe kommt zum Ausbruch – im Kampf um 20.000 Welten,Alfred Kelsner,Michael Wittmann,"Freitag, 11. Februar 2011","Agrester, Akika Urismaki, Julian Tifflor, Mondra Diamond, Tanio Ucuz",3. bis 9. Mai 1463 NGZ,Folge 21,2011.0,a1,Leo Lukas,male
Band 2583,Stardust,Psi-Inferno,Galaktiker im Handelsstern – TALIN ANTHURESTA droht der Untergang,Alfred Kelsner,Michael Wittmann,"Freitag, 18. Februar 2011","Perry Rhodan, Mondra Diamond, Julian Tifflor, Pral, Ernst Ellert",Mai 1463 NGZ,TALIN ANTHURESTA,2011.0,a1,Arndt Ellmer,male
Band 2584,Stardust,Der Okrivar und das Schicksal,Zwei Vatrox im tödlichen Duell – jedes Mittel ist ihnen dabei recht,Dirk Schulz (zusammen mit Michael Peter),Michael Wittmann,"Freitag, 25. Februar 2011","Sinnafoch, Vastrear, Satwa, Kruuper, Bhustrin",Mai 1463 NGZ,TZA'HANATH,2011.0,a1,Frank Borsch,male
Band 2585,Stardust,Der Tanz der Vatrox,Er durchlebt die Qual der Unsterblichkeit – ein Vatrox kämpft gegen den Tod,Dirk Schulz (zusammen mit Michael Peter),Michael Wittmann,"Freitag, 4. März 2011","Sinnafoch, Vastrear, Equarma",1463 NGZ,"TZA'HANATH, Bra-Nok-Zo, Duerchan",2011.0,a1,Frank Borsch,male
Band 2586,Stardust,Die Sektorknospe,Er ist ein Reisender auf dem Sternenfluss – und lebt auf der Welt der Ewigkeit,Dirk Schulz,Michael Wittmann,"Freitag, 11. März 2011","Perry Rhodan, Mondra Diamond, Tataoparan, Piet Rawland",9. Mai 1463 NGZ,Nr. 131,2011.0,a1,Wim Vandemaan,male
Band 2587,Stardust,Krieg in der Schneise,Ein Kollaborateur und ein Diplomat – die Apokalypse zieht herauf,Dirk Schulz,Michael Wittmann,"Freitag, 18. März 2011","Perry Rhodan, Icho Tolot, Kardo Tarba, Piet Rawland, Milian Cartento",Mai 1463 NGZ,Anthuresta,2011.0,a1,Christian Montillon,male
Band 2588,Stardust,Aufmarsch der Titanen,Am Vorabend der Entscheidung – zwei Geisteswesen bringen ihre Truppen in Stellung,Swen Papenbrock,Swen Papenbrock,"Freitag, 25. März 2011","Sinnafoch, Craganaxi, Storgell, Ellonit, Fyeran, Philip, Satwa",Mai 1463 NGZ,Anthuresta,2011.0,a1,Arndt Ellmer,male
Band 2589,Stardust,Tod der Frequenzfolger,Machtkampf der Titanen – der Konflikt der Geisteswesen eskaliert,Swen Papenbrock,Swen Papenbrock,"Freitag, 1. April 2011","Sinnafoch, Storgell, Fyeran, Philip",Mai 1463 NGZ,Anthuresta,2011.0,a1,Arndt Ellmer,male
Band 259,Die Meister der Insel,Der unheimliche Roboter,"Ihr Flug endet im Wrack-System – und „Lucky“ Log, der Robotzwerg, und Gucky, der Mausbiber, suchen einen Ausweg aus der Falle",Johnny Bruck,Johnny Bruck (4 x) / 4. Auflage,"Freitag, 19. August 1966","Lucky Log, Gucky, Perry Rhodan, Atlan, Melbar Kasom, Icho Tolot",März 2404,"Runaway, Terminal",1966.0,a1,H. G. Ewers,male
Band 2590,Stardust,Der Tote und der Sterbende,In der Schneise von Anthuresta – auf der Suche nach dem PARALOX-ARSENAL,Swen Papenbrock,Swen Papenbrock,"Freitag, 8. April 2011","Julian Tifflor, Piet Rawland, Perry Rhodan, Icho Tolot",10. Mai 1463 NGZ,Anthuresta,2011.0,a1,Michael Marcus Thurner,male
Band 2591,Stardust,Im Auftrag der Superintelligenz,Er forscht nach dem PARALOX-ARSENAL – die Spur führt durch Raum und Zeit,Swen Papenbrock,Swen Papenbrock,"Freitag, 15. April 2011","Julian Tifflor, Lotho Keraete, Perry Rhodan, TiefenEins, Negra Tolt","297.388 v. Chr., 22. Februar 1291 NGZ, 17. August 1323 NGZ, 10. Mai 1463 NGZ","Anthuresta, Andromeda",2011.0,a1,Michael Marcus Thurner,male
Band 2592,Stardust,Im Zeitspeer,Er nimmt den finalen Gang auf sich – und muss leiden wie kein Mensch zuvor,Alfred Kelsner,Dirk Schulz,"Donnerstag, 21. April 2011","Perry Rhodan, Julian Tifflor, Krepsh, Velrit, Urga Chremtaka, Duleymon die Siebenundsechzigste",10. Mai 1463 NGZ,Anthuresta,2011.0,a1,Leo Lukas,male
Band 2593,Stardust,Das PARALOX-ARSENAL,Ein ungeheuerliches Machtinstrument – in wessen Hände wird es geraten?,Alfred Kelsner,Swen Papenbrock,"Freitag, 29. April 2011","Julian Tifflor, Perry Rhodan, Icho Tolot, Lotho Keraete, Safri-16, Banlaroguel, Duleymon die Siebenundsechzigste",10. und 11. Mai 1463 NGZ,Anthuresta,2011.0,a1,Leo Lukas,male
Band 2594,Stardust,Begegnung der Unsterblichen,Perry Rhodan und Sinnafoch – die beiden Todfeinde treffen ein zweites Mal aufeinander,Alfred Kelsner,Swen Papenbrock,"Freitag, 6. Mai 2011","Perry Rhodan, Sinnafoch, Satwa, Philip",Mai 1463 NGZ,Anthuresta,2011.0,a1,Frank Borsch,male
Band 2595,Stardust,Wanderer am Scheideweg,Der Tryortan-Schlund wird zum Problem – und VATROX-VAMU erscheint,Alfred Kelsner,Swen Papenbrock,"Freitag, 13. Mai 2011","Perry Rhodan, Pral, Piet Rawland, Timber F. Whistler, Mondra Diamond",11. Mai 1463 NGZ,Anthuresta,2011.0,a1,Michael Marcus Thurner,male
Band 2596,Stardust,Requiem für das Solsystem,Der verzweifelte Kampf der Globisten – nur ihr Einsatz kann die Erde noch retten,Swen Papenbrock,Swen Papenbrock,"Freitag, 20. Mai 2011","Gucky, Reginald Bull, Kitai Ishibashi, Professor Utaran Kook",9. bis 11. Mai 1463 NGZ,Solsystem,2011.0,a1,Christian Montillon,male
Band 2597,Stardust,Hyperkälte,Der Preis des Lebens – eine Superintelligenz greift zum letzten Mittel,Swen Papenbrock,Swen Papenbrock,"Freitag, 27. Mai 2011","Gucky, Reginald Bull, Betty Toufry, Eritrea Kush",11. Mai 1463 NGZ,"Solsystem, TALIN ANTHURESTA",2011.0,a1,Christian Montillon,male
Band 2598,Stardust,Tod einer Superintelligenz,Alles strebt einem tragischen Ende entgegen – Perry Rhodan und seine Verbündeten müssen ES retten,Swen Papenbrock,Swen Papenbrock,"Freitag, 3. Juni 2011","Perry Rhodan, ES, Betty Toufry, Lloyd/Tschubai, VATROX-VAMU",11. Mai 1463 NGZ,TALIN ANTHURESTA,2011.0,a1,Marc A. Herren,male
Band 2599,Stardust,Der letzte Tag,VATROX-Vamu greift nach dem PARALOX-ARSENAL – und ein Totgeglaubter kehrt zurück,Swen Papenbrock,Swen Papenbrock,"Freitag, 10. Juni 2011","Perry Rhodan, Mondra Diamond, Lloyd/Tschubai, Icho Tolot",11. bis 16. Mai 1463 NGZ,Anthuresta,2011.0,a1,Marc A. Herren,male
Band 26,Die Dritte Macht,Duell der Mutanten,Der Overhead läßt die Maske fallen – er will die Weltmacht …,Johnny Bruck,Johnny Bruck (5 x),"Freitag, 2. März 1962","Perry Rhodan, Reginald Bull, Clifford Monterny, Julian Tifflor, Klaus Eberhardt, Tatjana Michalowna, André Noir, John Marshall, Betty Toufry, Gucky",1981,"Terra, Mars",1962.0,a1,Clark Darlton,male
Band 260,Die Meister der Insel,Gespenster der Vergangenheit,Sie sind älter als Atlan – denn sie leben auf dem Planeten ohne Zeit …,Johnny Bruck,Johnny Bruck / 4. Auflage,"Freitag, 26. August 1966","Perry Rhodan, Atlan, Tronar und Rakal Woolver, Bari Staunder, Pavlech, Gunter Emerich, Maurice",April 2404,"Andromeda, History",1966.0,a1,Kurt Mahr,male
Band 2600,Neuroversum,Das Thanatos-Programm,Ein Raumschiff in Gefahr – Perry Rhodan kämpft um die Freiheit,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 17. Juni 2011","Perry Rhodan, Mondra Diamond, Gucky, Reginald Bull, Nemo Partijan",5. September 1469 NGZ,"Terra, Halo-System, Materiebrücke von Chanda, BASIS, SAKANZI",2011.0,a1,Uwe Anton,male
Band 2601,Neuroversum,Galaxis in Aufruhr,Die ersten Tage in Chanda – Landung auf der mysteriösen Glutwelt,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 24. Juni 2011","Perry Rhodan, Gucky, Mondra Diamond, Nemo Partijan, Sinaid Velderbilt, Lew Totshenko",5. bis 8. September 1469 NGZ,"Materiebrücke von Chanda, Morpheus-System",2011.0,a1,Leo Lukas,male
Band 2602,Neuroversum,Die Todringer von Orontes,In der Unterwelt des Hitzeplaneten – Gucky trifft auf gleichwertige Gegner,Dirk Schulz,Dirk Schulz / Horst Gotta,"Freitag, 1. Juli 2011","Perry Rhodan, Gucky, Sinaid Velderbilt, Bylyi Hüfenyr, Awkurow, Rynol Cog-Láar",September 1469 NGZ,"Materiebrücke von Chanda, Orontes",2011.0,a1,Michael Marcus Thurner,male
